100_1	0.993782274734
100_20	0.994164389055
100_30	0.994314139523
100_40	0.994772600901
100_50	0.995110929539
100_60	0.995571608946
100_70	0.996531205482
100_80	0.997746787733
100_85	0.998462298481
100_90	0.999343704912
100_92	1.00012094046
100_95	1.00124117318
100_97	1.00125232163
100_99	1.00136579728
125_105	0.998123014829
125_110	0.998736750634
125_115	0.999854931442
125_117	1.00060119926
125_120	1.00112797389
125_122	1.00175515273
125_124	1.00069753716
125_35	0.994738362939
125_45	0.994835069063
125_5	0.994178564177
125_55	0.994943083333
125_65	0.995204749883
125_75	0.995580637498
125_85	0.996154061213
125_95	0.996954372325
150_1	0.994213157896
150_10	0.99437161752
150_100	0.996050771808
150_110	0.996773483324
150_120	0.997411657566
150_130	0.998513603197
150_135	0.999096421909
150_140	1.00012422109
150_142	1.00080120548
150_145	1.00105750586
150_147	1.00192770293
150_149	1.0018121013
150_30	0.994551610504
150_40	0.994696242674
150_50	0.994903843476
150_60	0.995313900973
150_70	0.995447798751
150_80	0.995481526225
150_90	0.995719162855
175_1	0.994405337485
175_105	0.995585176417
175_115	0.99592474248
175_125	0.996374836593
175_135	0.996955137792
175_145	0.997662991772
175_155	0.998721750544
175_160	0.999515170361
175_165	1.00033085186
175_167	1.00100648645
175_170	1.00140297273
175_172	1.00158597974
175_174	1.00173695674
175_45	0.994444371432
175_65	0.9948801406
175_95	0.995757253393
200_1	0.99464626262
200_100	0.995511717459
200_110	0.996053386135
200_120	0.995812237875
200_130	0.996065588493
200_140	0.996157155888
200_150	0.996649792575
200_160	0.997124670669
200_170	0.998063981486
200_180	0.999130454731
200_185	0.999737856368
200_190	1.00054740346
200_192	1.00092273416
200_195	1.00178431691
200_197	1.00163427821
200_199	1.00190503069
200_50	0.994711613591
200_60	0.994793663808
200_70	0.99481527346
200_80	0.994961913199
200_90	0.995169514268
225_1	0.994764518605
225_105	0.995236367182
225_115	0.995303326969
225_125	0.995875305948
225_135	0.996390057516
225_145	0.996322028216
225_155	0.996067700106
225_165	0.996331596948
225_175	0.996911363339
225_185	0.997258277747
225_195	0.998155592983
225_205	0.999289074284
225_210	0.999976743155
225_215	1.00070252808
225_217	1.00136124992
225_220	1.00179219705
225_222	1.00240788451
225_224	1.00270545167
225_25	0.994792629081
225_75	0.994804362293
225_95	0.995004267689
250_1	0.994869528409
250_100	0.995097944849
250_120	0.995355153351
250_130	0.995302148094
250_140	0.995584035278
250_170	0.996391556305
250_180	0.996260720905
250_190	0.996616798812
250_200	0.997024951162
250_210	0.997518902098
250_220	0.998342083175
250_230	0.99946484628
250_235	1.00021368026
250_240	1.0007837693
250_242	1.00137547296
250_245	1.00163031317
250_247	1.00205301981
250_249	1.00145767729
250_25	0.994867567866
250_75	0.99492421864
275_1	0.995115526241
275_125	0.995221828118
275_135	0.995416699506
275_145	0.995395247842
275_155	0.995424810102
275_165	0.995666034241
275_175	0.996241850615
275_195	0.996585181973
275_205	0.996658029791
275_215	0.996905224722
275_225	0.997155629536
275_235	0.997772803644
275_245	0.998603317623
275_25	0.995047853431
275_255	0.99958490943
275_260	1.00030711548
275_265	1.00092793839
275_267	1.00116812011
275_270	1.0015735506
275_272	1.00236971838
275_274	1.00188168535
300_1	0.995176086719
300_100	0.995208752841
300_125	0.995427244544
300_150	0.995373445288
300_160	0.995366619376
300_170	0.99560517298
300_180	0.995822445437
300_200	0.996338899979
300_210	0.996891164859
300_220	0.996953908108
300_230	0.996806269301
300_240	0.997083520143
300_25	0.995289714802
300_250	0.997457951589
300_260	0.997959643761
300_270	0.998732773338
300_280	0.999796620248
300_285	1.00037665665
300_290	1.00118229718
300_292	1.00150156658
300_295	1.00206428327
300_297	1.00248751841
300_299	1.00239734189
300_75	0.995331107339
325_1	0.995284169962
325_100	0.995502952522
325_125	0.995475078656
325_150	0.995385274801
325_175	0.995491018858
325_185	0.995632125934
325_195	0.995756415192
325_205	0.995800288216
325_215	0.996079877964
325_225	0.99663975398
325_235	0.99708109614
325_245	0.997040782956
325_25	0.99532779922
325_255	0.99691505323
325_265	0.997159307055
325_275	0.997486719834
325_285	0.998098852657
325_295	0.998930063334
325_50	0.995380463509
325_75	0.995389385081
